nome,preco,quantidade,tipo,data_scraping
Adesivo | G2 Esports (Dourado) | Xangai 2024,88.37,13,Legends,2024-12-09
Adesivo | yuurih (Dourado) | Xangai 2024,0.0,0,Autographs,2024-12-09
Adesivo | mzinho (Purpurinado) | Xangai 2024,1.0,7,Autographs,2024-12-09
Adesivo | insani (Holográfico) | Xangai 2024,2.34,13,Autographs,2024-12-09
Adesivo | Sonic (Purpurinado) | Xangai 2024,0.07,35,Autographs,2024-12-08
Adesivo | exit (Holográfico) | Xangai 2024,1.5,25,Autographs,2024-12-09
Adesivo | drop (Holográfico) | Xangai 2024,2.13,12,Autographs,2024-12-08
Adesivo | Krimbo (Holográfico) | Xangai 2024,2.2,9,Autographs,2024-12-09
Adesivo | Heavygod (Dourado) | Xangai 2024,12.56,5,Autographs,2024-12-09
Adesivo | yuurih (Holográfico) | Xangai 2024,6.99,13,Autographs,2024-12-09
Adesivo | degster (Dourado) | Xangai 2024,7.85,7,Autographs,2024-12-09
Adesivo | xertioN (Purpurinado) | Xangai 2024,0.05,54,Autographs,2024-12-09
Adesivo | Sonic (Holográfico) | Xangai 2024,1.28,21,Autographs,2024-12-08
Adesivo | zeRRoFIX (Holográfico) | Xangai 2024,0.95,15,Autographs,2024-12-08
Adesivo | iM (Holográfico) | Xangai 2024,1.11,24,Autographs,2024-12-09
Adesivo | malbsMd (Holográfico) | Xangai 2024,3.04,14,Autographs,2024-12-09
Adesivo | Techno4K (Purpurinado) | Xangai 2024,1.19,12,Autographs,2024-12-09
Adesivo | noway (Dourado) | Xangai 2024,7.94,7,Autographs,2024-12-09
Adesivo | jks (Dourado) | Xangai 2024,31.01,1,Autographs,2024-12-09
Adesivo | rain (Dourado) | Xangai 2024,15.61,6,Autographs,2024-12-09
Adesivo | siuhy (Purpurinado) | Xangai 2024,0.06,46,Autographs,2024-12-08
Adesivo | chelo (Purpurinado) | Xangai 2024,0.31,13,Autographs,2024-12-08
Adesivo | Volt (Dourado) | Xangai 2024,5.98,10,Autographs,2024-12-08
Adesivo | ultimate (Holográfico) | Xangai 2024,0.0,0,Autographs,2024-12-09
Adesivo | NAF (Purpurinado) | Xangai 2024,0.25,36,Autographs,2024-12-09
Adesivo | ICY (Dourado) | Xangai 2024,6.68,9,Autographs,2024-12-09
Adesivo | jambo (Dourado) | Xangai 2024,8.69,4,Autographs,2024-12-09
Adesivo | Volt (Holográfico) | Xangai 2024,1.35,16,Autographs,2024-12-09
Adesivo | blameF (Dourado) | Xangai 2024,6.21,6,Autographs,2024-12-09
Adesivo | Perfecto (Purpurinado) | Xangai 2024,0.18,21,Autographs,2024-12-09
Adesivo | insani (Dourado) | Xangai 2024,21.19,8,Autographs,2024-12-09
Adesivo | Lucky (Dourado) | Xangai 2024,5.64,14,Autographs,2024-12-09
Adesivo | TeSeS (Dourado) | Xangai 2024,6.74,15,Autographs,2024-12-08
Adesivo | Krimbo (Purpurinado) | Xangai 2024,0.16,31,Autographs,2024-12-09
Adesivo | Perfecto | Xangai 2024,0.06,35,Autographs,2024-12-08
Adesivo | vexite (Dourado) | Xangai 2024,4.06,14,Autographs,2024-12-09
Adesivo | syrsoN (Holográfico) | Xangai 2024,1.58,13,Autographs,2024-12-08
Adesivo | TeSeS (Holográfico) | Xangai 2024,0.95,16,Autographs,2024-12-09
Adesivo | sl3nd (Holográfico) | Xangai 2024,1.58,12,Autographs,2024-12-09
Adesivo | s-chilla (Holográfico) | Xangai 2024,1.45,12,Autographs,2024-12-09
Adesivo | malbsMd (Dourado) | Xangai 2024,42.83,5,Autographs,2024-12-08
Adesivo | hallzerk (Holográfico) | Xangai 2024,1.49,7,Autographs,2024-12-09
Adesivo | ropz (Holográfico) | Xangai 2024,4.27,23,Autographs,2024-12-09
Adesivo | Djoko (Holográfico) | Xangai 2024,0.92,39,Autographs,2024-12-08
Adesivo | karrigan (Dourado) | Xangai 2024,9.61,10,Autographs,2024-12-08
Adesivo | sh1ro (Purpurinado) | Xangai 2024,0.2,14,Autographs,2024-12-09
Adesivo | felps (Dourado) | Xangai 2024,6.87,4,Autographs,2024-12-09
Adesivo | Heavygod (Purpurinado) | Xangai 2024,0.11,33,Autographs,2024-12-09
Adesivo | TRY (Purpurinado) | Xangai 2024,0.07,23,Autographs,2024-12-08
Adesivo | exit (Purpurinado) | Xangai 2024,0.12,18,Autographs,2024-12-09
Adesivo | fEAR | Xangai 2024,0.09,35,Autographs,2024-12-09
Adesivo | Twistzz (Holográfico) | Xangai 2024,12.5,3,Autographs,2024-12-08
Adesivo | YEKINDAR (Holográfico) | Xangai 2024,13.23,4,Autographs,2024-12-09
Adesivo | iM (Dourado) | Xangai 2024,18.55,7,Autographs,2024-12-08
Adesivo | bodyy | Xangai 2024,0.06,23,Autographs,2024-12-09
Adesivo | huNter- (Dourado) | Xangai 2024,35.42,6,Autographs,2024-12-09
Adesivo | Jame (Holográfico) | Xangai 2024,2.11,11,Autographs,2024-12-09
Adesivo | fEAR (Holográfico) | Xangai 2024,2.69,4,Autographs,2024-12-09
Adesivo | L1haNg (Purpurinado) | Xangai 2024,0.34,19,Autographs,2024-12-09
Adesivo | KSCERATO | Xangai 2024,0.36,38,Autographs,2024-12-09
Adesivo | vexite (Holográfico) | Xangai 2024,1.17,16,Autographs,2024-12-09
Adesivo | jL (Holográfico) | Xangai 2024,3.11,28,Autographs,2024-12-08
Adesivo | Brollan (Dourado) | Xangai 2024,4.87,11,Autographs,2024-12-09
Adesivo | FL1T (Dourado) | Xangai 2024,10.23,5,Autographs,2024-12-08
Adesivo | s-chilla (Purpurinado) | Xangai 2024,0.13,24,Autographs,2024-12-08
Adesivo | Graviti (Dourado) | Xangai 2024,4.15,13,Autographs,2024-12-09
Adesivo | NertZ (Dourado) | Xangai 2024,8.68,5,Autographs,2024-12-09
Adesivo | Ax1Le (Purpurinado) | Xangai 2024,0.11,15,Autographs,2024-12-09
Adesivo | Heavygod (Holográfico) | Xangai 2024,1.43,16,Autographs,2024-12-08
Adesivo | siuhy (Dourado) | Xangai 2024,6.38,14,Autographs,2024-12-09
Adesivo | jambo (Purpurinado) | Xangai 2024,0.2,33,Autographs,2024-12-09
Adesivo | aliStair (Dourado) | Xangai 2024,13.62,6,Autographs,2024-12-09
Adesivo | ztr (Purpurinado) | Xangai 2024,0.12,39,Autographs,2024-12-09
Adesivo | Lucky (Purpurinado) | Xangai 2024,0.11,76,Autographs,2024-12-09
Adesivo | aNdu (Dourado) | Xangai 2024,5.81,8,Autographs,2024-12-09
Adesivo | JBa | Xangai 2024,0.53,35,Autographs,2024-12-09
Adesivo | chopper (Purpurinado) | Xangai 2024,0.07,57,Autographs,2024-12-08
Adesivo | degster (Purpurinado) | Xangai 2024,0.08,45,Autographs,2024-12-09
Adesivo | malbsMd | Xangai 2024,0.05,71,Autographs,2024-12-08
Adesivo | Snax (Holográfico) | Xangai 2024,16.13,6,Autographs,2024-12-09
Adesivo | syrsoN | Xangai 2024,0.04,14,Autographs,2024-12-09
Adesivo | torzsi (Purpurinado) | Xangai 2024,0.08,41,Autographs,2024-12-09
Adesivo | ZywOo (Holográfico) | Xangai 2024,26.3,9,Autographs,2024-12-09
Adesivo | fEAR (Purpurinado) | Xangai 2024,0.29,14,Autographs,2024-12-09
Adesivo | somebody (Holográfico) | Xangai 2024,13.7,6,Autographs,2024-12-09
Adesivo | mezii (Holográfico) | Xangai 2024,1.17,20,Autographs,2024-12-09
Adesivo | ChildKing | Xangai 2024,0.28,66,Autographs,2024-12-09
Adesivo | Grim (Holográfico) | Xangai 2024,2.59,10,Autographs,2024-12-08
Adesivo | zeRRoFIX | Xangai 2024,0.04,48,Autographs,2024-12-09
Adesivo | exit (Dourado) | Xangai 2024,6.99,6,Autographs,2024-12-08
Adesivo | kauez (Holográfico) | Xangai 2024,1.91,14,Autographs,2024-12-09
Adesivo | INS (Purpurinado) | Xangai 2024,0.19,36,Autographs,2024-12-09
Adesivo | Djoko (Dourado) | Xangai 2024,5.64,14,Autographs,2024-12-08
Adesivo | FL4MUS | Xangai 2024,0.1,42,Autographs,2024-12-09
Adesivo | n0rb3r7 (Holográfico) | Xangai 2024,1.72,20,Autographs,2024-12-09
Adesivo | jackasmo (Purpurinado) | Xangai 2024,0.11,42,Autographs,2024-12-08
Adesivo | apEX (Dourado) | Xangai 2024,28.89,4,Autographs,2024-12-09
Adesivo | Grim (Purpurinado) | Xangai 2024,0.17,28,Autographs,2024-12-08
Adesivo | Kaze (Purpurinado) | Xangai 2024,1.38,12,Autographs,2024-12-09
Adesivo | frozen (Purpurinado) | Xangai 2024,0.1,56,Autographs,2024-12-09
Adesivo | Jimpphat (Purpurinado) | Xangai 2024,0.05,71,Autographs,2024-12-09
Adesivo | sl3nd (Purpurinado) | Xangai 2024,0.25,21,Autographs,2024-12-09
Adesivo | Jimpphat (Holográfico) | Xangai 2024,0.94,26,Autographs,2024-12-08
Adesivo | blameF | Xangai 2024,0.05,29,Autographs,2024-12-09
Adesivo | zont1x | Xangai 2024,0.03,351,Autographs,2024-12-09
Adesivo | chopper (Dourado) | Xangai 2024,7.27,11,Autographs,2024-12-09
Adesivo | mezii (Purpurinado) | Xangai 2024,0.06,46,Autographs,2024-12-09
Adesivo | huNter- | Xangai 2024,0.04,61,Autographs,2024-12-09
Adesivo | afro | Xangai 2024,0.04,29,Autographs,2024-12-08
Adesivo | L1haNg (Holográfico) | Xangai 2024,4.14,10,Autographs,2024-12-09
Adesivo | vexite (Purpurinado) | Xangai 2024,0.09,15,Autographs,2024-12-09
Adesivo | Maka (Holográfico) | Xangai 2024,2.2,23,Autographs,2024-12-08
Adesivo | exit | Xangai 2024,0.04,31,Autographs,2024-12-09
Adesivo | Krimbo | Xangai 2024,0.28,6,Autographs,2024-12-08
Adesivo | ChildKing (Dourado) | Xangai 2024,51.13,5,Autographs,2024-12-09
Adesivo | kyxsan | Xangai 2024,0.03,214,Autographs,2024-12-09
Adesivo | rain (Purpurinado) | Xangai 2024,0.14,40,Autographs,2024-12-09
Adesivo | ChildKing (Holográfico) | Xangai 2024,6.35,12,Autographs,2024-12-09
Adesivo | saffee (Dourado) | Xangai 2024,7.74,5,Autographs,2024-12-09
Adesivo | malbsMd (Purpurinado) | Xangai 2024,0.54,32,Autographs,2024-12-09
Adesivo | vexite | Xangai 2024,0.03,88,Autographs,2024-12-09
Adesivo | degster | Xangai 2024,0.03,101,Autographs,2024-12-08
Adesivo | Aleksib (Dourado) | Xangai 2024,15.11,12,Autographs,2024-12-08
Adesivo | JBa (Purpurinado) | Xangai 2024,2.2,24,Autographs,2024-12-09
Adesivo | brnz4n (Glitter) | Shanghai 2024,0.11,55,Autographs,2024-12-09
Adesivo | Spinx (Holográfico) | Xangai 2024,1.04,24,Autographs,2024-12-09
Adesivo | donk (Holográfico) | Xangai 2024,30.52,22,Autographs,2024-12-09
Adesivo | Spinx (Purpurinado) | Xangai 2024,0.05,58,Autographs,2024-12-09
Adesivo | sh1ro (Holográfico) | Xangai 2024,1.92,28,Autographs,2024-12-09
Adesivo | floppy (Purpurinado) | Xangai 2024,0.24,20,Autographs,2024-12-09
Adesivo | zont1x (Purpurinado) | Xangai 2024,0.08,53,Autographs,2024-12-09
Adesivo | Summer | Xangai 2024,0.12,48,Autographs,2024-12-09
Adesivo | sjuush (Dourado) | Xangai 2024,4.25,13,Autographs,2024-12-09
Adesivo | kauez (Purpurinado) | Xangai 2024,0.09,30,Autographs,2024-12-09
Adesivo | NAF | Xangai 2024,0.07,33,Autographs,2024-12-09
Adesivo | sjuush (Holográfico) | Xangai 2024,0.63,17,Autographs,2024-12-08
Adesivo | decenty (Purpurinado) | Xangai 2024,0.08,21,Autographs,2024-12-08
Adesivo | floppy | Xangai 2024,0.04,29,Autographs,2024-12-08
Adesivo | L1haNg | Xangai 2024,0.07,48,Autographs,2024-12-08
Adesivo | magixx (Holográfico) | Xangai 2024,1.91,20,Autographs,2024-12-08
Adesivo | KRIMZ | Xangai 2024,0.05,26,Autographs,2024-12-08
Adesivo | Jame (Purpurinado) | Xangai 2024,0.49,13,Autographs,2024-12-09
Adesivo | Graviti (Purpurinado) | Xangai 2024,0.09,55,Autographs,2024-12-09
Adesivo | JT | Xangai 2024,0.05,11,Autographs,2024-12-09
Adesivo | Jimpphat | Xangai 2024,0.03,195,Autographs,2024-12-08
Adesivo | huNter- (Purpurinado) | Xangai 2024,0.28,30,Autographs,2024-12-09
Adesivo | Volt | Xangai 2024,0.03,57,Autographs,2024-12-09
Adesivo | TeSeS | Xangai 2024,0.03,254,Autographs,2024-12-09
Adesivo | somebody | Xangai 2024,0.29,40,Autographs,2024-12-09
Adesivo | YEKINDAR | Xangai 2024,0.28,18,Autographs,2024-12-08
Cápsula de Autógrafos das Lendas do Xangai 2024,1.22,355,Autographs,2024-12-08
Adesivo | broky (Dourado) | Xangai 2024,9.46,6,Autographs,2024-12-08
Adesivo | b1t (Holográfico) | Xangai 2024,1.29,49,Autographs,2024-12-09
Adesivo | Maka | Xangai 2024,0.07,36,Autographs,2024-12-09
Adesivo | kyxsan (Purpurinado) | Xangai 2024,0.05,63,Autographs,2024-12-08
Adesivo | JBa (Dourado) | Xangai 2024,92.13,4,Autographs,2024-12-09
Adesivo | Perfecto (Holográfico) | Xangai 2024,1.56,25,Autographs,2024-12-08
Adesivo | NiKo | Xangai 2024,0.57,67,Autographs,2024-12-09
Adesivo | insani | Xangai 2024,0.04,84,Autographs,2024-12-09
Adesivo | karrigan (Holográfico) | Xangai 2024,1.87,11,Autographs,2024-12-09
Adesivo | snow | Xangai 2024,0.11,33,Autographs,2024-12-08
Adesivo | electronic | Xangai 2024,0.13,31,Autographs,2024-12-08
Adesivo | KSCERATO (Purpurinado) | Xangai 2024,1.65,17,Autographs,2024-12-09
Adesivo | jks (Purpurinado) | Xangai 2024,2.66,21,Autographs,2024-12-08
Adesivo | NertZ (Holográfico) | Xangai 2024,0.82,17,Autographs,2024-12-09
Adesivo | sjuush | Xangai 2024,0.03,340,Autographs,2024-12-09
Adesivo | ICY | Xangai 2024,0.04,60,Autographs,2024-12-08
Adesivo | susp (Purpurinado) | Xangai 2024,0.07,37,Autographs,2024-12-09
Adesivo | mzinho (Holográfico) | Xangai 2024,8.17,13,Autographs,2024-12-09
Adesivo | Djoko | Xangai 2024,0.03,207,Autographs,2024-12-09
Adesivo | Ax1Le | Xangai 2024,0.04,49,Autographs,2024-12-08
Adesivo | siuhy (Holográfico) | Xangai 2024,0.83,25,Autographs,2024-12-08
Cápsula de Autógrafos dos Desafiantes Regionais do Xangai 2024,0.94,350,Autographs,2024-12-08
Adesivo | w0nderful | Xangai 2024,0.04,119,Autographs,2024-12-09
Adesivo | Lucky | Xangai 2024,0.03,124,Autographs,2024-12-08
Adesivo | saffee (Purpurinado) | Xangai 2024,0.09,36,Autographs,2024-12-09
Adesivo | Senzu (Purpurinado) | Xangai 2024,4.18,6,Autographs,2024-12-09
Adesivo | donk | Xangai 2024,0.72,85,Autographs,2024-12-09
Adesivo | rain | Xangai 2024,0.05,95,Autographs,2024-12-08
Adesivo | fame (Purpurinado) | Xangai 2024,0.27,15,Autographs,2024-12-08
Adesivo | torzsi | Xangai 2024,0.03,119,Autographs,2024-12-09
Adesivo | NiKo (Holográfico) | Xangai 2024,33.05,8,Autographs,2024-12-09
Adesivo | n0rb3r7 (Purpurinado) | Xangai 2024,0.21,14,Autographs,2024-12-08
Adesivo | Spinx | Xangai 2024,0.03,166,Autographs,2024-12-09
Adesivo | Boombl4 | Xangai 2024,0.04,35,Autographs,2024-12-09
Adesivo | lux | Xangai 2024,0.05,40,Autographs,2024-12-08
Adesivo | b1t | Xangai 2024,0.04,71,Autographs,2024-12-09
Adesivo | Sonic | Xangai 2024,0.04,73,Autographs,2024-12-08
Adesivo | ZywOo | Xangai 2024,0.25,75,Autographs,2024-12-09
Adesivo | TRY | Xangai 2024,0.03,85,Autographs,2024-12-09
Adesivo | siuhy | Xangai 2024,0.03,322,Autographs,2024-12-09
Adesivo | jks | Xangai 2024,0.82,20,Autographs,2024-12-09
Adesivo | karrigan (Purpurinado) | Xangai 2024,0.12,25,Autographs,2024-12-09
Adesivo | magixx (Purpurinado) | Xangai 2024,0.14,46,Autographs,2024-12-09
Adesivo | Snax (Purpurinado) | Xangai 2024,0.62,39,Autographs,2024-12-08
Adesivo | YEKINDAR (Purpurinado) | Xangai 2024,0.74,19,Autographs,2024-12-09
Adesivo | xertioN | Xangai 2024,0.03,292,Autographs,2024-12-09
Adesivo | phzy (Purpurinado) | Xangai 2024,0.12,28,Autographs,2024-12-09
Adesivo | ropz | Xangai 2024,0.08,78,Autographs,2024-12-08
Adesivo | ropz (Purpurinado) | Xangai 2024,0.54,30,Autographs,2024-12-08
Adesivo | Snax | Xangai 2024,0.31,37,Autographs,2024-12-09
Adesivo | Brollan | Xangai 2024,0.03,251,Autographs,2024-12-08
Adesivo | susp | Xangai 2024,0.04,45,Autographs,2024-12-08
Adesivo | m0NESY (Purpurinado) | Xangai 2024,2.14,29,Autographs,2024-12-09
Adesivo | Boombl4 (Holográfico) | Xangai 2024,1.1,10,Autographs,2024-12-08
Adesivo | broky (Purpurinado) | Xangai 2024,0.09,59,Autographs,2024-12-09
Adesivo | ztr | Xangai 2024,0.04,39,Autographs,2024-12-09
Adesivo | apEX | Xangai 2024,0.03,121,Autographs,2024-12-08
Adesivo | frozen | Xangai 2024,0.03,126,Autographs,2024-12-08
Adesivo | mezii | Xangai 2024,0.03,167,Autographs,2024-12-08
Adesivo | magixx | Xangai 2024,0.03,151,Autographs,2024-12-08
Adesivo | phzy | Xangai 2024,0.04,43,Autographs,2024-12-09
Adesivo | dexter (Purpurinado) | Xangai 2024,6.35,17,Autographs,2024-12-08
Adesivo | INS | Xangai 2024,0.04,78,Autographs,2024-12-08
Adesivo | iM | Xangai 2024,0.04,132,Autographs,2024-12-09
